id,Series_Title,Genre,IMDB_Rating,Overview,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,combined_features
825,A Few Good Men,Drama,7.7,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,62.0,Rob Reiner,Tom Cruise,Jack Nicholson,Demi Moore,Kevin Bacon,235388,Drama Rob Reiner Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders. Tom Cruise Jack Nicholson Demi Moore Kevin Bacon
826,Fried Green Tomatoes,Drama,7.7,A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.,64.0,Jon Avnet,Kathy Bates,Jessica Tandy,Mary Stuart Masterson,Mary-Louise Parker,66941,Drama Jon Avnet A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know. Kathy Bates Jessica Tandy Mary Stuart Masterson Mary-Louise Parker
827,Barton Fink,Comedy,7.7,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,69.0,Joel Coen,Ethan Coen,John Turturro,John Goodman,Judy Davis,113240,Comedy Joel Coen A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood. Ethan Coen John Turturro John Goodman Judy Davis
828,Miller's Crossing,Crime,7.7,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",66.0,Joel Coen,Ethan Coen,Gabriel Byrne,Albert Finney,John Turturro,125822,"Crime Joel Coen Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties. Ethan Coen Gabriel Byrne Albert Finney John Turturro"
829,Who Framed Roger Rabbit,Animation,7.7,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,83.0,Robert Zemeckis,Bob Hoskins,Christopher Lloyd,Joanna Cassidy,Charles Fleischer,182009,Animation Robert Zemeckis A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder. Bob Hoskins Christopher Lloyd Joanna Cassidy Charles Fleischer
830,Spoorloos,Mystery,7.7,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",79.0,George Sluizer,Bernard-Pierre Donnadieu,Gene Bervoets,Johanna ter Steege,Gwen Eckhaus,33982,"Mystery George Sluizer Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor. Bernard-Pierre Donnadieu Gene Bervoets Johanna ter Steege Gwen Eckhaus"
831,Withnail & I,Comedy,7.7,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",84.0,Bruce Robinson,Richard E. Grant,Paul McGann,Richard Griffiths,Ralph Brown,40396,"Comedy Bruce Robinson In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous. Richard E. Grant Paul McGann Richard Griffiths Ralph Brown"
832,The Last Emperor,Biography,7.7,The story of the final Emperor of China.,76.0,Bernardo Bertolucci,John Lone,Joan Chen,Peter O'Toole,Ruocheng Ying,94326,Biography Bernardo Bertolucci The story of the final Emperor of China. John Lone Joan Chen Peter O'Toole Ruocheng Ying
833,Empire of the Sun,Action,7.7,A young English boy struggles to survive under Japanese occupation during World War II.,62.0,Steven Spielberg,Christian Bale,John Malkovich,Miranda Richardson,Nigel Havers,115677,Action Steven Spielberg A young English boy struggles to survive under Japanese occupation during World War II. Christian Bale John Malkovich Miranda Richardson Nigel Havers
834,Der Name der Rose,Crime,7.7,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,54.0,Jean-Jacques Annaud,Sean Connery,Christian Slater,Helmut Qualtinger,Elya Baskin,102031,Crime Jean-Jacques Annaud An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey. Sean Connery Christian Slater Helmut Qualtinger Elya Baskin
835,Blue Velvet,Drama,7.7,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",76.0,David Lynch,Isabella Rossellini,Kyle MacLachlan,Dennis Hopper,Laura Dern,181285,"Drama David Lynch The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child. Isabella Rossellini Kyle MacLachlan Dennis Hopper Laura Dern"
836,The Purple Rose of Cairo,Comedy,7.7,"In New Jersey in 1935, a movie character walks off the screen and into the real world.",75.0,Woody Allen,Mia Farrow,Jeff Daniels,Danny Aiello,Irving Metzman,47102,"Comedy Woody Allen In New Jersey in 1935, a movie character walks off the screen and into the real world. Mia Farrow Jeff Daniels Danny Aiello Irving Metzman"
837,After Hours,Comedy,7.7,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.,90.0,Martin Scorsese,Griffin Dunne,Rosanna Arquette,Verna Bloom,Tommy Chong,59635,Comedy Martin Scorsese An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop. Griffin Dunne Rosanna Arquette Verna Bloom Tommy Chong
838,Zelig,Comedy,7.7,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.",79.0,Woody Allen,Woody Allen,Mia Farrow,Patrick Horgan,John Buckwalter,39881,"Comedy Woody Allen ""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people. Woody Allen Mia Farrow Patrick Horgan John Buckwalter"
839,The Verdict,Drama,7.7,A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.,77.0,Sidney Lumet,Paul Newman,Charlotte Rampling,Jack Warden,James Mason,36096,Drama Sidney Lumet A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling. Paul Newman Charlotte Rampling Jack Warden James Mason
840,Star Trek II: The Wrath of Khan,Action,7.7,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",67.0,Nicholas Meyer,William Shatner,Leonard Nimoy,DeForest Kelley,James Doohan,112704,"Action Nicholas Meyer With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon. William Shatner Leonard Nimoy DeForest Kelley James Doohan"
841,First Blood,Action,7.7,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,61.0,Ted Kotcheff,Sylvester Stallone,Brian Dennehy,Richard Crenna,Bill McKinney,226541,Action Ted Kotcheff A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers. Sylvester Stallone Brian Dennehy Richard Crenna Bill McKinney
842,Ordinary People,Drama,7.7,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",86.0,Robert Redford,Donald Sutherland,Mary Tyler Moore,Judd Hirsch,Timothy Hutton,47099,"Drama Robert Redford The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son. Donald Sutherland Mary Tyler Moore Judd Hirsch Timothy Hutton"
843,Airplane!,Comedy,7.7,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,78.0,Jim Abrahams,David Zucker,Jerry Zucker,Robert Hays,Julie Hagerty,214882,Comedy Jim Abrahams A man afraid to fly must ensure that a plane lands safely after the pilots become sick. David Zucker Jerry Zucker Robert Hays Julie Hagerty
844,Rupan sansei: Kariosutoro no shiro,Animation,7.7,"A dashing thief, his gang of desperadoes and an intrepid policeman struggle to free a princess from an evil count's clutches, and learn the hidden secret to a fabulous treasure that she holds part of a key to.",71.0,Hayao Miyazaki,Yasuo Yamada,Eiko Masuyama,Kiyoshi Kobayashi,Makio Inoue,27014,"Animation Hayao Miyazaki A dashing thief, his gang of desperadoes and an intrepid policeman struggle to free a princess from an evil count's clutches, and learn the hidden secret to a fabulous treasure that she holds part of a key to. Yasuo Yamada Eiko Masuyama Kiyoshi Kobayashi Makio Inoue"
845,Halloween,Horror,7.7,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",87.0,John Carpenter,Donald Pleasence,Jamie Lee Curtis,Tony Moran,Nancy Kyes,233106,"Horror John Carpenter Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again. Donald Pleasence Jamie Lee Curtis Tony Moran Nancy Kyes"
846,Le locataire,Drama,7.7,A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,71.0,Roman Polanski,Roman Polanski,Isabelle Adjani,Melvyn Douglas,Jo Van Fleet,39889,Drama Roman Polanski A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia. Roman Polanski Isabelle Adjani Melvyn Douglas Jo Van Fleet
847,Love and Death,Comedy,7.7,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",89.0,Woody Allen,Woody Allen,Diane Keaton,Georges Adet,Frank Adu,36037,"Comedy Woody Allen In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon. Woody Allen Diane Keaton Georges Adet Frank Adu"
848,The Taking of Pelham One Two Three,Action,7.7,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?",68.0,Joseph Sargent,Walter Matthau,Robert Shaw,Martin Balsam,Hector Elizondo,26729,"Action Joseph Sargent In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away? Walter Matthau Robert Shaw Martin Balsam Hector Elizondo"
849,Blazing Saddles,Comedy,7.7,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",73.0,Mel Brooks,Cleavon Little,Gene Wilder,Slim Pickens,Harvey Korman,125993,"Comedy Mel Brooks In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary. Cleavon Little Gene Wilder Slim Pickens Harvey Korman"
850,Serpico,Biography,7.7,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,87.0,Sidney Lumet,Al Pacino,John Randolph,Jack Kehoe,Biff McGuire,109941,Biography Sidney Lumet An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him. Al Pacino John Randolph Jack Kehoe Biff McGuire
851,Enter the Dragon,Action,7.7,A secret agent comes to an opium lord's island fortress with other fighters for a martial-arts tournament.,83.0,Robert Clouse,Bruce Lee,John Saxon,Jim Kelly,Ahna Capri,96561,Action Robert Clouse A secret agent comes to an opium lord's island fortress with other fighters for a martial-arts tournament. Bruce Lee John Saxon Jim Kelly Ahna Capri
852,Deliverance,Adventure,7.7,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.",80.0,John Boorman,Jon Voight,Burt Reynolds,Ned Beatty,Ronny Cox,98740,"Adventure John Boorman Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country. Jon Voight Burt Reynolds Ned Beatty Ronny Cox"
853,The French Connection,Action,7.7,A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,94.0,William Friedkin,Gene Hackman,Roy Scheider,Fernando Rey,Tony Lo Bianco,110075,Action William Friedkin A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection. Gene Hackman Roy Scheider Fernando Rey Tony Lo Bianco
854,Dirty Harry,Action,7.7,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.",90.0,Don Siegel,Clint Eastwood,Andrew Robinson,Harry Guardino,Reni Santoni,143292,"Action Don Siegel When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath. Clint Eastwood Andrew Robinson Harry Guardino Reni Santoni"
